pdv_code,lat,lon,demanda,frecuencia,sector,visitas,hora_inicio,hora_fin,cluster
7156123,20.58414,-100.374,390,1,ZN8,x,,,0
7156125,20.58744,-100.3814,850,1,ZN8,x,07:00,13:00,0
7156131,20.59124,-100.381,530,2,ZN8,x,07:00,13:00,6
7156133,20.59076,-100.38529,2500,1,ZN8,x,,,0
7156143,20.58875,-100.3903,550,2,M87,x,,,8
7156151,20.60007,-100.4004,480,1,XC5,x,,,5
7156156,20.59752,-100.4079,520,1,XC5,x,,,8
7156163,20.60283,-100.395,460,2,XC5,x,07:00,13:00,8
7156166,20.58906,-100.3802,180,1,ZN8,x,07:00,13:00,10
7156174,20.59778,-100.4131,370,1,XC5,x,,,5
7156175,20.61539,-100.4151,250,2,M81,x,,,10
7156195,20.57251,-100.4152,540,2,ZN6,x,,,5
7156196,20.56823921,-100.4169998,610,1,ZN6,x,,,8
7156204,20.57336,-100.3932,430,2,M87,x,,,9
7156225,20.58634,-100.4095,1000,1,M87,x,,,9
7156226,20.58169,-100.3829,1100,1,M87,x,,,10
7156235,20.61226,-100.4506,540,1,1D7,x,07:00,13:00,10
7156238,20.67812,-100.4552,410,1,M79,x,,,6
7156249,20.64766,-100.4569,1300,2,ZN9,x,,,10
7156263,20.64122,-100.4651,410,2,ZN9,x,,,8
7156279,20.65131,-100.3393,1200,3,M77,x,,,7
7156285,20.64655,-100.3992,2300,2,M92,x,,,11
7156288,20.65972,-100.3393,870,1,M77,x,,,3
7156293,20.65139,-100.39398,1000,2,M77,x,,,4
7156294,20.64589,-100.3976,2700,2,M77,x,,,12
7156297,20.6349,-100.4079,180,2,M92,x,,,2
7156299,20.63364,-100.4115,240,2,M81,x,,,12
7156303,20.65949,-100.37,420,2,M77,x,,,12
7156308,20.65636,-100.3738,510,2,M77,x,,,2
7156312,20.65435,-100.3818,480,2,M77,x,,,2
7156316,20.65055,-100.3802,350,2,M77,x,,,9
7156320,20.63211,-100.3853,980,2,M92,x,,,12
7156321,20.63005,-100.3874,790,2,M92,x,,,12
7156322,20.63371,-100.38984,420,2,M92,x,,,12
7156325,20.6479,-100.3858,550,1,M77,x,,,12
7156327,20.63653,-100.4008,1800,2,M92,x,,,12
7156328,20.64998,-100.3869,290,1,M77,x,,,12
7156329,20.65085,-100.3869,700,2,M77,x,,,12
7156339,20.63566,-100.401,1800,2,M92,100100,,,12
7156348,20.5714,-100.4104,1200,2,ZN6,x,,,2
7156349,20.57919,-100.4086,590,2,M87,x,,,12
7156350,20.58245,-100.4132,1300,2,M87,x,,,12
7156351,20.60276,-100.4254,980,2,X11,x,,,2
7156352,20.58713,-100.4153,850,2,M87,x,,,10
7156355,20.58105,-100.4277,410,1,M87,x,,,10
7156358,20.5949,-100.4325,340,1,X11,x,,,10
7156362,20.6039,-100.435,1400,2,X11,x,,,1
7156368,20.61047,-100.4411,1300,2,X11,x,07:00,13:00,10
7156371,20.61267,-100.4413,1700,1,X11,x,07:00,13:00,1
7156372,20.61277,-100.4395,680,1,X11,x,,,1
7156374,20.60217,-100.4357,430,1,X11,x,,,1
7156375,20.60891,-100.4377,480,1,X11,x,,,7
7156377,20.60187,-100.4227,480,1,X11,x,,,7
7156378,20.60919,-100.4311,280,2,X11,x,,,7
7156379,20.61035,-100.4314,1100,1,X11,x,,,1
7156380,20.60853,-100.4408,370,2,X11,x,,,1
7156382,20.60326,-100.4396,600,2,X11,x,,,9
7156384,20.66615,-100.5093,670,1,M79,x,,,9
7156385,20.66193,-100.5056,300,1,M79,x,,,9
7156387,20.65709,-100.5075,340,1,M79,x,,,1
7156392,20.64674,-100.4665,1800,2,ZN9,x,,,1
7156393,20.63527,-100.4731,180,2,XC6,x,,,4
7156400,20.63895,-100.48,740,2,XC6,x,,,4
7156401,20.63732,-100.4664,270,2,XC6,x,,,4
7156402,20.6604,-100.4714,740,2,ZN9,x,,,3
7156405,20.64064,-100.4606,510,2,XC6,x,,,4
7156406,20.64732,-100.46622,1400,2,ZN9,x,,,4
7156409,20.63247,-100.466,320,2,XC6,x,,,3
7156411,20.62733,-100.4584,180,2,XC6,x,,,11
7156413,20.64469,-100.4809,800,2,ZN9,x,,,3
7156418,20.63542,-100.4484,2700,2,XC6,x,,,4
7156419,20.63831,-100.445,190,2,XC6,x,,,4
7156427,20.59655,-100.4514,240,1,1D7,x,,,7
7156428,20.59477,-100.4469,350,2,1D7,x,,,4
7156432,20.61668,-100.4677,2800,1,1D7,x,07:00,13:00,3
7156434,20.62008,-100.4679,540,2,1D7,x,,,3
7156439,20.62415,-100.4432,1000,1,1D7,x,,,1
7156446,20.66126,-100.5061,210,1,M79,x,,,1
7156447,20.62874,-100.4443,190,1,XC6,x,,,7
7156454,20.59786,-100.44729,320,1,1D7,x,,,7
7156455,20.60581017,-100.449997,3000,2,1D7,x,,,7
7156457,20.62004,-100.4495,810,1,1D7,x,,,4
7156490,20.55843,-100.3892,1300,2,1D4,x,,,7
7156491,20.57899,-100.395,790,2,M87,x,,,1
7166368,20.58738,-100.4095,2100,2,M87,x,,,7
7166674,20.53468,-100.41,580,2,ZN6,x,,,7
7171836,20.5936,-100.37966,820,1,ZN8,x,,,6
7171837,20.58461,-100.3761,230,1,ZN8,x,07:00,13:00,10
7173803,20.62835,-100.4127,2300,1,M81,x,,,10
7173805,20.67331,-100.4577,1300,1,M79,x,,,0
7173808,20.64099,-100.39543,300,2,M92,x,,,8
7173812,20.64533,-100.39529,500,2,M77,x,,,8
7173815,20.60581,-100.4033,220,1,XC5,x,,,9
7174872,20.64295,-100.3894,730,2,M77,x,,,11
7174873,20.6477,-100.3848,1600,2,M77,x,,,2
7174874,20.63411,-100.3828,710,1,M92,x,,,12
7174875,20.63389,-100.3795,760,1,M92,x,,,5
7174876,20.63255,-100.3853,910,2,M92,x,,,12
7177528,20.62458,-100.4421,1400,1,1D7,x,,,12
7177533,20.64073,-100.4786,310,2,ZN9,x,,,12
7177534,20.64069,-100.4784,1100,2,ZN9,x,,,12
7177535,20.65903,-100.50598,360,1,M79,x,,,12
7177536,20.64116,-100.4677,430,2,ZN9,x,,,7
7177538,20.61204,-100.4504,350,1,1D7,x,07:00,13:00,4
7177539,20.64957,-100.453,1900,2,ZN9,x,,,4
7177540,20.64714,-100.4554,1400,2,ZN9,x,07:00,13:00,4
7177544,20.63673,-100.39004,2200,2,M92,x,,,3
7179007,20.60265,-100.3975,1500,1,XC5,x,,,7
7179008,20.58653,-100.4088,400,1,M87,x,,,3
7179009,20.58673,-100.4091,480,1,M87,x,,,3
7179010,20.58079,-100.3938,850,2,M87,x,,,12
7184382,20.60939,-100.3994,1500,1,XC5,x,,,5
7185480,20.63834,-100.40193,580,2,M92,x,,,10
7185481,20.62254,-100.4134,460,2,M81,x,,,10
7185484,20.61995,-100.4265,2400,2,M81,x,,,6
7186845,20.63199,-100.46608,540,2,XC6,x,,,5
7186847,20.63552,-100.4722,630,2,XC6,x,,,2
7186848,20.58974,-100.38048,270,1,ZN8,x,07:00,13:00,9
7186849,20.59833,-100.4097,1100,1,XC5,x,,,9
7186850,20.58886,-100.3782,360,1,ZN8,x,07:00,13:00,4
7186851,20.58363,-100.413,1000,2,M87,x,,,4
7186854,20.56291,-100.3878,920,2,1D4,x,,,8
7186855,20.67211,-100.4833,550,1,M79,x,,,5
7186857,20.64494,-100.4532,200,2,ZN9,x,,,8
7188419,20.56572,-100.3812,730,2,1D4,x,,,10
7189344,20.69634,-100.46957,2800,1,M79,x,,,6
7191611,20.63663,-100.4794,3600,2,XC6,x,,,11
7193080,20.64806,-100.3842,700,2,M77,x,,,3
7193263,20.6031,-100.3621,1600,2,ZN8,x,07:00,13:00,6
7193980,20.63776,-100.396,680,1,M92,x,,,11
7193981,20.62781,-100.4172,870,2,M81,x,,,4
7199043,20.54391,-100.3956,430,2,ZN6,x,,,12
7204063,20.58877,-100.3811,490,2,ZN8,x,07:00,13:00,8
7204066,20.63368,-100.41184,180,2,M81,x,,,2
7204067,20.62691,-100.4035,1500,2,M81,x,,,9
7208491,20.63244,-100.40044,910,2,M92,x,,,0
7210888,20.6094799,-100.4411011,640,1,X11,x,,,8
7210889,20.60339,-100.3958,1300,1,XC5,10000,07:00,13:00,2
7210890,20.60259,-100.3962,750,1,XC5,x,,,5
7210894,20.60213,-100.3957,1200,2,XC5,x,07:00,13:00,2
7212466,20.64708,-100.3386,1000,2,M77,x,,,1
7212469,20.65366,-100.3427,2600,3,M77,x,,,5
7215173,20.65283,-100.3497,520,1,M77,x,,,5
7231542,20.64639,-100.3963,940,2,M77,x,,,5
7232139,20.63419,-100.4138,1980,1,M81,x,,,12
7237218,20.6504,-100.3942,840,2,M77,x,,,12
7237221,20.6278,-100.4104,590,2,M81,x,,,12
7248910,20.65101,-100.3808,400,2,M77,x,,,2
7253401,20.678,-100.4524,880,2,M79,x,,,9
7254049,20.64457,-100.4809,3450,2,ZN9,x,,,12
7254436,20.6503,-100.43375,1900,6,M92,x,,,9
7255517,20.56831,-100.3255,230,2,ZN8,x,,,12
7256446,20.6512,-100.3824,640,2,M77,x,,,11
7256448,20.60116,-100.3742,470,1,ZN8,x,,,4
7256861,20.6493,-100.3984,530,2,M77,x,,,3
7258452,20.54136,-100.3998,1100,2,ZN6,x,,,8
7258576,20.7679,-100.4395,990,1,M79,x,,,12
7262229,20.64038,-100.4776,1000,2,ZN9,x,,,8
7262541,20.60549,-100.4241,2500,2,X11,10010,,,2
7266502,20.62677,-100.4171,1100,2,M81,x,,,0
7266851,20.53327,-100.4145,1500,1,ZN6,x,,,11
7281314,20.82197,-100.4691,510,1,M79,x,,,4
7282962,20.5928,-100.3469,2900,2,ZN8,10010,,,9
7282964,20.6278,-100.4091,910,2,M81,x,,,9
7282965,20.62875,-100.4128,180,2,M81,x,,,0
7285521,20.60563087,-100.4403992,560,1,X11,x,,,11
7285552,20.63259,-100.4016,610,2,M92,x,,,8
7287822,20.59863,-100.38644,400,2,XC5,x,,,9
7292637,20.6419,-100.4912,2400,2,ZN9,x,,,9
7292646,20.6308,-100.3957,420,2,M92,x,,,1
7293049,20.61402,-100.4473,2600,2,1D7,x,,,2
7293050,20.57795,-100.4197,420,1,M87,x,07:00,13:00,8
7294184,20.63265,-100.4108,460,2,M81,x,,,4
7314436,20.5959,-100.396,770,1,XC5,x,,,2
7318710,20.5453,-100.3906,2100,2,1D4,100100,,,7
7318718,20.60540962,-100.4421997,620,1,X11,x,,,10
7318723,20.58801079,-100.4210968,680,1,M87,x,,,9
7318741,20.60592079,-100.44940186,3600,1,1D7,10000,,,5
7318743,20.59734917,-100.44869995,740,1,1D7,x,,,0
7318744,20.59297943,-100.45059967,720,1,1D7,x,,,1
7318745,20.59273911,-100.44809723,470,1,1D7,x,,,10
7318747,20.58908081,-100.44799805,1200,1,1D7,x,,,1
7318748,20.60968,-100.4371,1400,1,X11,x,,,1
7318749,20.61421,-100.4339,480,1,X11,x,,,1
7318751,20.60687,-100.4002,240,1,XC5,x,07:00,13:00,1
7318779,20.61378,-100.4413,1900,1,X11,x,,,1
7318857,20.59672,-100.3842,900,1,ZN8,x,,,1
7318869,20.5261898,-100.4032974,190,1,ZN6,x,,,9
7318871,20.70886,-100.456,730,1,M79,x,,,5
7318878,20.63508,-100.3849,1500,1,M92,x,,,7
7319486,20.64748,-100.46872,760,2,ZN9,x,,,8
7349421,20.58525,-100.39271,620,1,M87,x,,,0
7350802,20.623,-100.415,1400,1,M81,x,,,11
7352222,20.6627,-100.5088,720,1,M79,x,,,12
7354195,20.648,-100.402,620,2,M92,x,,,4
7354958,20.5913,-100.377,310,1,ZN8,x,07:00,13:00,1
7354960,20.6265,-100.387,620,2,M92,x,,,3
7357382,20.6379,-100.401,810,2,M92,x,,,10
7359032,20.6308,-100.396,1300,2,M92,x,,,9
7359052,20.6485,-100.34,560,1,M77,x,,,4
7362871,20.62497,-100.40596,620,1,M81,x,,,2
7381576,20.5963,-100.435,770,2,X11,x,07:00,13:00,8
7381577,20.5945,-100.428,500,1,X11,x,,,12
7381579,20.6099,-100.435,370,1,X11,x,,,2
7381580,20.6103,-100.435,740,1,X11,x,,,2
7381581,20.6039,-100.432,630,1,X11,x,,,12
7385277,20.6523,-100.339,520,2,M77,x,,,9
7385287,20.5451,-100.4,680,2,ZN6,x,,,1
7387816,20.59272,-100.39787,3350,1,XC5,x,,,10
7388449,20.5906,-100.387,2600,2,ZN8,100100,,,1
7390210,20.5529,-100.388,510,1,1D4,x,,,1
7390219,20.5994,-100.364,320,1,ZN8,x,,,1
7390222,20.6512,-100.343,480,2,M77,x,,,12
7392790,20.6468,-100.395,400,2,M77,x,,,0
7396805,20.6175,-100.475,330,1,1D7,x,,,5
7396806,20.6059,-100.451,3200,2,1D7,x,,,8
7397644,20.6504,-100.433,180,1,M92,x,,,6
7398960,20.5741,-100.397,1900,1,M87,x,,,8
7404974,20.6152,-100.364,1900,2,ZN8,x,,,12
7405949,20.6396,-100.4691,270,2,XC6,x,,,4
7405974,20.56604,-100.39084,1200,2,M87,x,,,7
7405986,20.584,-100.419,870,2,M87,x,,,2
7405987,20.6199,-100.4674,480,2,1D7,x,,,10
7405994,20.6433,-100.468,1100,3,ZN9,x,,,8
7405997,20.639,-100.464,270,2,XC6,x,,,4
7409296,20.6381,-100.4468,480,1,XC6,x,,,6
7411404,20.6511,-100.455,2400,1,ZN9,x,,,10
7411413,20.6214,-100.476,440,4,1D7,x,07:00,13:00,4
7413997,20.6369,-100.392,330,1,M92,x,,,3
7416251,20.6532,-100.457,710,1,ZN9,x,,,3
7418344,20.5348,-100.409,3600,2,ZN6,x,,,3
7418358,20.6434,-100.451,360,1,ZN9,x,,,4
7418367,20.6055,-100.442,240,1,X11,x,,,12
7418373,20.618,-100.461,1300,1,1D7,x,,,3
7418378,20.6198,-100.472,980,1,1D7,x,,,0
7419684,20.5437,-100.405,720,1,ZN6,x,,,3
7419736,20.653,-100.35,990,1,M77,x,,,1
7419737,20.631,-100.388,440,1,M92,x,,,7
7419771,20.5883,-100.347,540,1,ZN8,x,,,4
7421678,20.5704,-100.373,900,2,ZN8,x,,,0
7427411,20.6294,-100.4596,270,1,XC6,x,,,12
7427420,20.6318,-100.462,180,2,XC6,x,,,2
7427479,20.6323,-100.458,190,2,XC6,x,,,8
7427480,20.6264,-100.451,180,2,XC6,x,,,6
7427481,20.6273,-100.454,1100,1,XC6,x,,,7
7427506,20.6428,-100.402,340,2,M92,x,,,3
7432133,20.5698,-100.395,930,1,M87,x,,,3
7433663,20.6505,-100.41061,390,1,M92,x,,,7
7435855,20.57121417,-100.4211644,1200,1,ZN6,x,,,7
7437666,20.6196,-100.428,480,1,M81,x,,,2
7437668,20.60393,-100.397,900,1,XC5,x,,,6
7437669,20.63353,-100.46933,660,1,XC6,x,,,3
7437748,20.59193,-100.38604,3000,1,ZN8,x,,,10
7437803,20.63073,-100.4173,1400,1,M81,x,,,9
7437805,20.61343,-100.43703,600,1,X11,x,,,5
7440730,20.60436,-100.38769,1100,1,XC5,x,,,4
7440732,20.61303,-100.44181,3100,1,X11,10000,,,5
7440733,20.624,-100.40931,990,1,M81,x,,,9
7440734,20.59194,-100.36662,530,1,ZN8,x,,,1
7440771,20.62703,-100.41582,1800,1,M81,x,,,5
7440772,20.62302,-100.41361,1300,1,M81,x,,,7
7440779,20.61525,-100.44123,480,1,X11,x,,,9
7441253,20.52891,-100.40291,480,1,ZN6,x,,,8
7441259,20.65133,-100.41634,2100,1,M92,x,,,9
7441741,20.53326,-100.41059,250,1,ZN6,x,,,9
7441743,20.53703,-100.40507,1100,1,ZN6,x,,,7
7441745,20.62493,-100.41251,480,1,M81,x,,,0
7441748,20.60583,-100.39252,590,1,XC5,x,,,2
7441749,20.6122,-100.43735,630,1,X11,x,,,0
7442312,20.58225,-100.41932,720,1,M87,x,,,0
7443318,20.82378,-100.46973,250,1,M79,x,,,9
7443319,20.76849,-100.43678,230,1,M79,x,,,5
7444039,20.73321,-100.44294,1000,1,M79,x,,,1
7444133,20.67152,-100.48329,420,1,M79,x,,,10
7444139,20.5969,-100.40232,480,1,XC5,x,,,11
7445572,20.59243,-100.39907,180,1,XC5,x,,,11
7445746,20.73895,-100.45096,420,1,M79,x,07:00,13:00,11
7445748,20.54429,-100.40568,480,1,ZN6,x,,,11
7445961,20.55326,-100.42222,720,1,ZN6,x,,,5
7445962,20.55348,-100.42946,720,1,ZN6,x,,,5
7445968,20.54304,-100.40517,480,1,ZN6,x,,,11
7446650,20.73539,-100.44625,370,1,M79,x,,,0
7446730,20.65409,-100.44636,1800,1,ZN9,x,,,0
7446736,20.59888,-100.40941,350,1,XC5,x,,,0
7447161,20.59492,-100.44731,590,1,1D7,x,,,0
7447279,20.60716,-100.3966,400,1,XC5,x,,,11
7447318,20.62548,-100.47746,500,1,1D7,x,,,3
7447640,20.60435,-100.39532,210,1,XC5,x,,,5
7447644,20.6232,-100.47595,560,1,1D7,x,,,1
7447645,20.62296,-100.47588,240,1,1D7,x,,,5
7447646,20.62559,-100.47328,220,1,1D7,x,,,4
7448182,20.59795,-100.44733,480,1,1D7,x,,,5
7449722,20.63664,-100.40261,340,1,M92,x,,,4
7449728,20.64685,-100.33848,480,1,M77,x,,,4
7450172,20.64406,-100.4595,490,1,ZN9,x,,,4
7450173,20.6048,-100.40406,300,1,XC5,x,,,1
7450175,20.58802,-100.40534,480,1,M87,x,,,2
7450177,20.57205,-100.411,480,2,ZN6,1001,,,12
7450178,20.62722,-100.44895,780,1,XC6,x,,,3
7450179,20.61443,-100.44581,390,1,1D7,x,,,5
7451330,20.64132,-100.48611,480,1,ZN9,x,,,10
7451331,20.60389,-100.39752,480,1,XC5,x,,,10
7451333,20.6445,-100.48077,230,1,ZN9,x,,,7
7451334,20.65221,-100.34314,780,1,M77,x,,,7
7451335,20.67996,-100.45186,970,1,M79,x,,,5
7451336,20.65553,-100.38465,340,1,M77,x,,,4
7451521,20.6142,-100.4331,480,1,X11,x,,,12
7451523,20.60401,-100.41847,630,1,XC5,x,,,11
7451525,20.57278,-100.39336,1300,1,M87,x,,,12
7451526,20.6084,-100.4685,480,1,1D7,x,,,9
7451880,20.61641,-100.46473,480,1,1D7,x,,,10
7451889,20.7707,-100.43571,390,1,M79,x,,,6
7452094,20.60445,-100.41061,320,1,XC5,x,,,7
7452096,20.82477,-100.46981,930,2,M79,x,,,7
7452290,20.63231,-100.39111,340,1,M92,x,,,11
7452292,20.61145,-100.44333,480,1,1D7,x,,,5
7452298,20.65147,-100.33913,3500,1,M77,x,,,11
7452299,20.6513,-100.33935,230,1,M77,x,,,12
7452511,20.64363,-100.46836,440,1,ZN9,x,,,7
7452514,20.6165,-100.47106,180,1,1D7,x,,,12
7453240,20.6018062,-100.4392871,400,1,X11,x,,,12
7453243,20.59267,-100.39032,670,1,ZN8,x,,,4
7453245,20.60555,-100.42403,1700,1,X11,x,,,7
7453246,20.60586,-100.39278,180,1,XC5,x,,,1
7453249,20.66116,-100.40608,1300,1,M92,x,,,5
7453272,20.58687,-100.41541,180,1,M87,x,,,9
7453279,20.60521,-100.42368,480,1,X11,x,,,5
7454093,20.60946,-100.43459,800,1,X11,x,,,2
7454095,20.64441,-100.46198,480,1,ZN9,x,,,10
7454099,20.5962,-100.35912,180,1,ZN8,x,,,9
7454300,20.61372,-100.44538,240,1,1D7,x,,,1
7454623,20.65208,-100.45061,480,1,ZN9,x,,,3
7454625,20.62724,-100.4047,480,1,M81,x,,,8
7454627,20.65012,-100.38683,180,1,M77,x,,,7
7454650,20.61547,-100.38758,480,1,M92,x,,,3
7454651,20.65553,-100.3828,440,1,M77,x,,,2
7454652,20.70852,-100.45858,300,1,M79,x,,,12
7454655,20.64782,-100.41605,260,1,M92,x,,,2
7454657,20.59622,-100.43079,480,1,X11,x,,,12
7454941,20.73883,-100.48051,820,2,M79,x,,,11
7454942,20.74175,-100.45689,300,1,M79,x,07:00,13:00,2
7454943,20.65058,-100.38505,300,1,M77,x,,,1
7454946,20.62793,-100.45043,480,1,XC6,x,,,11
7454947,20.61698,-100.44573,680,1,1D7,x,,,11
7454950,20.55056,-100.40329,370,1,ZN6,x,,,12
7454954,20.60225,-100.40375,360,1,XC5,x,,,7
7455720,20.64794,-100.46886,730,1,ZN9,x,,,7
7455722,20.60594,-100.3337,480,1,ZN8,x,,,0
7455724,20.57932,-100.39548,480,1,M87,x,,,5
7455725,20.65559,-100.38114,480,1,M77,x,,,4
7455728,20.62738,-100.41367,360,1,M81,x,,,8
7455729,20.64565,-100.45924,950,1,ZN9,x,,,10
7455742,20.60604,-100.33324,480,1,ZN8,x,,,12
7455743,20.6095472,-100.4402038,650,1,X11,x,,,9
7455744,20.62159,-100.41311,180,1,M81,x,,,3
7455747,20.61644,-100.39166,1300,1,M92,x,,,8
7455749,20.6492,-100.45548,480,1,ZN9,x,,,1
7456309,20.64404,-100.38453,520,1,M77,x,,,9
7456513,20.64201,-100.48153,390,1,ZN9,x,,,5
7456515,20.5930285,-100.4139897,3600,1,XC5,x,,,3
7456519,20.6066,-100.3997,540,1,XC5,x,,,12
7456520,20.5519773,-100.4021423,480,1,ZN6,x,,,4
7458086,20.54712,-100.40721,600,1,ZN6,x,,,10
7458471,20.55,-100.3878,480,2,1D4,1001,,,5
7458472,20.637,-100.44927,480,1,XC6,x,,,0
7458473,20.6064,-100.39954,510,1,XC5,x,,,0
7458478,20.64315,-100.46102,480,1,ZN9,x,,,0
7458479,20.62362,-100.44687,410,1,1D7,x,,,3
7458614,20.64393,-100.47615,240,1,ZN9,x,,,5
7458617,20.65525,-100.34207,280,1,M77,x,,,3
7458621,20.6552,-100.34203,480,1,M77,x,,,7
7458625,20.62443,-100.44691,260,1,1D7,x,,,4
7458626,20.60195,-100.39178,390,1,XC5,x,,,12
7458631,20.6602,-100.45612,430,1,ZN9,x,,,12
7458933,20.61269,-100.43989,920,1,X11,x,,,7
7459447,20.61493,-100.44843,1300,1,1D7,x,,,5
7459449,20.62078,-100.4738,520,1,1D7,x,,,3
7460351,20.61906,-100.42221,240,1,M81,x,,,1
7460353,20.61886,-100.47074,180,1,1D7,x,,,7
7460355,20.61978,-100.42652,480,1,M81,x,,,4
7460357,20.60538,-100.41817,910,1,XC5,x,,,9
7460497,20.58705,-100.41012,400,1,M87,x,,,7
7460499,20.65414,-100.3417,480,1,M77,x,,,9
7460525,20.64402,-100.38847,480,1,M77,x,,,9
7460528,20.58689,-100.41049,1600,1,M87,x,,,10
7460529,20.70834,-100.45765,500,1,M79,x,,,12
7461070,20.65785,-100.38106,440,1,M77,x,,,12
7461071,20.63755,-100.47958,380,1,XC6,x,,,10
7461072,20.65787,-100.34057,480,1,M77,x,,,11
7461180,20.58378,-100.37551,480,1,ZN8,x,,,12
7461181,20.5823,-100.41833,180,1,M87,x,,,4
7461182,20.77862,-100.45138,350,1,M79,x,,,12
7461695,20.5722174,-100.4037832,410,1,M87,x,,,0
7461699,20.77215,-100.4386,740,1,M79,x,,,8
7462180,20.55204,-100.39121,410,1,1D4,x,,,10
7462185,20.60949,-100.42441,480,1,X11,x,,,11
7462801,20.6014054,-100.4392189,320,1,X11,x,,,10
7462947,20.6198,-100.4605,480,1,1D7,x,,,11
7462949,20.61042,-100.36747,1400,1,ZN8,x,,,0
7462958,20.64554,-100.47696,690,1,ZN9,x,,,9
7462959,20.80159,-100.44996,200,1,M79,x,,,1
7463440,20.60431,-100.40986,410,1,XC5,x,,,7
7463447,20.66093,-100.34944,1500,1,M77,x,,,8
7464331,20.60583,-100.39254,400,1,XC5,x,,,4
7464482,20.594191,-100.333049,390,1,ZN8,x,,,11
7464484,20.61279,-100.44229,480,1,X11,x,,,5
7464489,20.55447,-100.37283,1900,1,1D4,x,07:00,13:00,12
7464554,20.60773,-100.44048,480,1,X11,x,,,5
7464559,20.8031,-100.4496,480,1,M79,x,,,8
7464611,20.63351,-100.46836,460,1,XC6,x,,,7
7464613,20.61964,-100.47293,340,1,1D7,x,,,6
7464614,20.65083,-100.34208,1800,1,M77,x,,,1
7464631,20.63413,-100.38286,200,1,M92,x,,,11
7465485,20.82586,-100.46677,1100,1,M79,x,,,4
7465751,20.77628,-100.44308,1400,1,M79,x,,,4
7466871,20.63736,-100.46921,360,1,XC6,x,,,12
7466874,20.61578,-100.44167,180,1,X11,x,,,12
7466877,20.60331,-100.42966,480,1,X11,x,,,11
7470123,20.56088,-100.3776,190,1,1D4,x,07:00,13:00,11
7470546,20.65286,-100.35017,3600,2,M77,x,,,4
7470548,20.63448,-100.40785,180,1,M92,x,,,7
7471707,20.56664,-100.38593,390,1,1D4,x,,,1
7471708,20.56681,-100.38632,750,1,1D4,x,,,6
7473004,20.70936,-100.447,480,1,M79,x,,,12
7482218,20.61071,-100.36759,480,1,ZN8,x,,,2
7483807,20.73932,-100.45326,480,1,M79,x,07:00,13:00,6
7484657,20.61356,-100.37474,480,1,ZN8,x,,,6
7484921,20.65592,-100.38616,420,1,M77,x,,,11
7485771,20.64167,-100.39579,480,1,M92,x,,,8
7485774,20.82294,-100.47119,480,1,M79,x,,,11
7485775,20.6325,-100.41314,640,1,M81,x,,,8
7493379,20.54562,-100.39062,960,1,1D4,x,,,12
7494323,20.65952,-100.45529,480,1,ZN9,x,,,2
7494324,20.59295,-100.34703,480,1,ZN8,x,,,11
7494327,20.5413,-100.39359,480,1,ZN6,x,,,2
7496855,20.59583,-100.43042,670,1,X11,x,,,0
7496857,20.60895,-100.42946,300,1,X11,x,,,3
7499933,20.55536,-100.401,580,1,1D4,x,,,8
7501025,20.65414,-100.34239,930,1,M77,x,,,0
7501289,20.60589,-100.42336,260,1,X11,x,,,1
7503790,20.61052,-100.443039,480,1,1D7,x,,,9
7503791,20.82381,-100.47127,480,2,M79,x,,,0
7504150,20.65477,-100.34168,480,2,M77,x,,,12
7506936,20.65913,-100.33702,480,1,M77,x,,,9
7508071,20.62571,-100.47338,480,1,1D7,x,,,1
7509593,20.61646,-100.45209,480,1,1D7,x,,,11
7509607,20.63372,-100.38269,480,1,M92,x,,,12
7509616,20.60526,-100.42906,480,1,X11,x,,,12
7511715,20.60334,-100.39425,480,1,XC5,x,,,4
7513679,20.6429,-100.3895,480,1,M77,x,,,7
7514469,20.62435,-100.47707,480,1,1D7,x,,,12
7516449,20.67734,-100.45216,480,1,M79,x,,,1
7528075,20.64733,-100.46986,480,1,ZN9,x,,,5
7529177,20.67734,-100.45219,480,1,M79,x,,,12
7535362,20.62709,-100.4477,1700,1,XC6,x,,,4
7535365,20.60637,-100.4472,1700,1,1D7,x,07:00,13:00,11
7535366,20.6231,-100.4434,300,1,1D7,x,,,4
7535373,20.60593,-100.4465,530,1,1D7,x,,,11
7535374,20.6113,-100.447,680,1,1D7,x,,,7
7535376,20.61721992,-100.47409821,180,1,1D7,x,,,1
7535391,20.65713,-100.4697,460,1,ZN9,x,,,7
7535392,20.62167,-100.4429,610,1,1D7,x,,,1
7535394,20.6184597,-100.44989777,860,1,1D7,x,,,7
7535398,20.62632942,-100.44960022,480,1,XC6,x,,,4
7535409,20.66249,-100.4591,1900,1,ZN9,x,,,4
7535418,20.65523,-100.4668,1500,1,ZN9,x,,,7
7535428,20.66234,-100.4709,1200,1,ZN9,x,,,7
7535448,20.62429,-100.4127,340,1,M81,x,,,7
7535450,20.6233,-100.4123,2600,1,M81,x,,,3
7535452,20.62339,-100.4193,1500,1,M81,x,,,3
7535453,20.62287,-100.4149,180,1,M81,x,,,11
7535458,20.59441948,-100.42839813,180,1,X11,x,,,9
7535460,20.57896,-100.408,630,1,M87,x,,,9
7535467,20.58041954,-100.42199707,180,1,M87,x,,,9
7535468,20.58012009,-100.42320251,1000,1,M87,x,,,9
7535469,20.62149,-100.4107,650,1,M81,x,,,1
7535474,20.5927906,-100.44650269,180,1,1D7,x,,,10
